1.0E-20	0.3600685400307544
1.0E-19	0.3803248440264417
1.0E-18	0.4005462180190723
1.0E-17	0.4208296215598865
1.0000000000000001E-16	0.4411047858204574
1.0E-15	0.4614382126666589
1.0000000000000002E-14	0.4817585978332193
1.0000000000000002E-13	0.5020988074963718
1.0000000000000002E-12	0.5224573739663367
1.0000000000000001E-11	0.5427967099476538
1.0000000000000002E-10	0.5631878897073678
1.0000000000000003E-9	0.5835938841481805
1.0000000000000004E-8	0.6039765636133947
1.0000000000000004E-7	0.6243716622955291
1.0000000000000004E-6	0.6448161960732454
1.0000000000000004E-5	0.6652342142800419
1.0000000000000005E-4	0.6856625611548084
0.0010000000000000005	0.7061006578279279
0.010000000000000005	0.7265867498960364
0.10000000000000006	0.7470430331563868
1.0000000000000007	0.7675075813879041
