4.02521E+26	4.01911E+26	4.00431E+26	3.97859E+26	3.94078E+26	3.89053E+26	3.82804E+26	3.75397E+26	3.66925E+26	3.57503E+26	3.47253E+26	3.36304E+26	3.24786E+26	3.12822E+26	3.00532E+26	2.88027E+26	2.75408E+26	2.62768E+26	2.5019E+26	2.37746E+26	2.25499E+26	2.13504E+26	2.01807E+26	1.90444E+26	1.79446E+26	1.68838E+26	1.58636E+26	1.48854E+26	1.39498E+26	1.30572E+26	1.22076E+26	1.14006E+26	1.06357E+26	9.91208E+25	9.22866E+25	8.58432E+25	7.97779E+25	7.40772E+25	6.87266E+25	6.37116E+25	5.90169E+25	5.46277E+25	5.05287E+25	4.67049E+25	4.31418E+25	3.98248E+25	3.674E+25	3.38738E+25	3.12129E+25	2.87449E+25	2.64576E+25	2.43394E+25	2.23793E+25	2.05669E+25	1.88921E+25	1.73456E+25	1.59185E+25	1.46023E+25	1.33892E+25	1.22718E+25	1.12431E+25	1.02965E+25	9.42603E+24	8.62593E+24	7.89087E+24	7.21589E+24	6.59637E+24	6.02801E+24	5.50682E+24	5.02908E+24	4.59135E+24	4.19044E+24	3.82341E+24	3.48751E+24	3.18021E+24	2.89919E+24	2.64229E+24	2.40751E+24	2.19303E+24	1.99715E+24
3.22083E+27	3.22017E+27	3.21845E+27	3.21529E+27	3.21037E+27	3.20345E+27	3.19433E+27	3.18287E+27	3.16899E+27	3.15263E+27	3.13377E+27	3.11242E+27	3.08862E+27	3.06243E+27	3.03392E+27	3.00317E+27	2.9703E+27	2.9354E+27	2.8986E+27	2.86002E+27	2.81979E+27	2.77802E+27	2.73486E+27	2.69043E+27	2.64487E+27	2.59829E+27	2.55082E+27	2.50258E+27	2.45369E+27	2.40426E+27	2.3544E+27	2.30422E+27	2.25381E+27	2.20327E+27	2.15268E+27	2.10215E+27	2.05173E+27	2.00152E+27	1.95158E+27	1.90197E+27	1.85275E+27	1.80399E+27	1.75574E+27	1.70803E+27	1.66093E+27	1.61445E+27	1.56865E+27	1.52355E+27	1.47918E+27	1.43557E+27	1.39274E+27	1.3507E+27	1.30948E+27	1.26909E+27	1.22954E+27	1.19083E+27	1.15298E+27	1.11598E+27	1.07985E+27	1.04457E+27	1.01016E+27	9.76606E+26	9.43904E+26	9.1205E+26	8.81037E+26	8.50859E+26	8.21505E+26	7.92966E+26	7.65233E+26	7.38293E+26	7.12134E+26	6.86746E+26	6.62113E+26	6.38224E+26	6.15063E+26	5.92617E+26	5.70872E+26	5.49813E+26	5.29425E+26	5.09692E+26
1.08706E+28	1.08699E+28	1.08681E+28	1.08647E+28	1.08593E+28	1.08516E+28	1.08413E+28	1.0828E+28	1.08116E+28	1.0792E+28	1.07689E+28	1.07422E+28	1.07119E+28	1.06779E+28	1.06401E+28	1.05986E+28	1.05534E+28	1.05044E+28	1.04518E+28	1.03955E+28	1.03357E+28	1.02724E+28	1.02057E+28	1.01357E+28	1.00625E+28	9.98624E+27	9.90698E+27	9.82487E+27	9.74003E+27	9.65257E+27	9.56263E+27	9.47034E+27	9.37583E+27	9.27921E+27	9.18063E+27	9.08022E+27	8.97809E+27	8.87438E+27	8.76922E+27	8.66272E+27	8.55501E+27	8.4462E+27	8.33642E+27	8.22577E+27	8.11437E+27	8.00233E+27	7.88975E+27	7.77673E+27	7.66337E+27	7.54977E+27	7.43602E+27	7.32221E+27	7.20843E+27	7.09475E+27	6.98125E+27	6.86803E+27	6.75513E+27	6.64264E+27	6.53062E+27	6.41914E+27	6.30825E+27	6.19801E+27	6.08848E+27	5.97971E+27	5.87174E+27	5.76462E+27	5.65839E+27	5.5531E+27	5.44878E+27	5.34546E+27	5.24319E+27	5.14198E+27	5.04188E+27	4.94289E+27	4.84505E+27	4.74838E+27	4.6529E+27	4.55863E+27	4.46557E+27	4.37375E+27
2.57674E+28	2.57667E+28	2.57648E+28	2.57613E+28	2.57557E+28	2.57476E+28	2.57366E+28	2.57223E+28	2.57045E+28	2.5683E+28	2.56574E+28	2.56276E+28	2.55934E+28	2.55546E+28	2.55112E+28	2.5463E+28	2.54099E+28	2.53519E+28	2.5289E+28	2.5221E+28	2.51481E+28	2.50701E+28	2.49872E+28	2.48994E+28	2.48066E+28	2.4709E+28	2.46066E+28	2.44995E+28	2.43877E+28	2.42714E+28	2.41506E+28	2.40254E+28	2.3896E+28	2.37624E+28	2.36248E+28	2.34832E+28	2.33379E+28	2.31888E+28	2.30362E+28	2.28802E+28	2.27208E+28	2.25583E+28	2.23927E+28	2.22242E+28	2.20529E+28	2.18789E+28	2.17024E+28	2.15235E+28	2.13423E+28	2.11589E+28	2.09736E+28	2.07863E+28	2.05972E+28	2.04065E+28	2.02143E+28	2.00206E+28	1.98257E+28	1.96295E+28	1.94323E+28	1.92341E+28	1.9035E+28	1.88352E+28	1.86347E+28	1.84337E+28	1.82323E+28	1.80305E+28	1.78284E+28	1.76261E+28	1.74238E+28	1.72215E+28	1.70192E+28	1.68172E+28	1.66154E+28	1.64139E+28	1.62128E+28	1.60122E+28	1.58121E+28	1.56126E+28	1.54138E+28	1.52157E+28
5.0327E+28	5.03263E+28	5.03244E+28	5.03208E+28	5.03151E+28	5.03067E+28	5.02952E+28	5.02804E+28	5.02617E+28	5.02389E+28	5.02117E+28	5.01798E+28	5.0143E+28	5.01011E+28	5.00539E+28	5.00011E+28	4.99427E+28	4.98785E+28	4.98084E+28	4.97324E+28	4.96502E+28	4.95619E+28	4.94674E+28	4.93667E+28	4.92598E+28	4.91466E+28	4.90272E+28	4.89015E+28	4.87696E+28	4.86316E+28	4.84874E+28	4.83371E+28	4.81809E+28	4.80186E+28	4.78505E+28	4.76766E+28	4.74969E+28	4.73116E+28	4.71208E+28	4.69246E+28	4.6723E+28	4.65162E+28	4.63043E+28	4.60874E+28	4.58657E+28	4.56391E+28	4.5408E+28	4.51723E+28	4.49322E+28	4.46878E+28	4.44393E+28	4.41869E+28	4.39305E+28	4.36703E+28	4.34066E+28	4.31394E+28	4.28687E+28	4.25949E+28	4.2318E+28	4.2038E+28	4.17553E+28	4.14698E+28	4.11817E+28	4.08911E+28	4.05982E+28	4.03031E+28	4.00059E+28	3.97067E+28	3.94056E+28	3.91028E+28	3.87983E+28	3.84924E+28	3.8185E+28	3.78764E+28	3.75665E+28	3.72556E+28	3.69438E+28	3.6631E+28	3.63175E+28	3.60034E+28
8.69651E+28	8.69644E+28	8.69625E+28	8.69589E+28	8.6953E+28	8.69445E+28	8.69327E+28	8.69174E+28	8.68981E+28	8.68745E+28	8.68461E+28	8.68128E+28	8.67742E+28	8.673E+28	8.66801E+28	8.6624E+28	8.65618E+28	8.64931E+28	8.64178E+28	8.63358E+28	8.62468E+28	8.61509E+28	8.60478E+28	8.59375E+28	8.582E+28	8.5695E+28	8.55627E+28	8.54229E+28	8.52757E+28	8.51209E+28	8.49587E+28	8.4789E+28	8.46117E+28	8.44271E+28	8.42349E+28	8.40354E+28	8.38285E+28	8.36143E+28	8.33929E+28	8.31642E+28	8.29285E+28	8.26857E+28	8.24359E+28	8.21792E+28	8.19158E+28	8.16457E+28	8.13689E+28	8.10857E+28	8.07961E+28	8.05002E+28	8.01981E+28	7.98899E+28	7.95758E+28	7.92559E+28	7.89302E+28	7.8599E+28	7.82623E+28	7.79202E+28	7.75729E+28	7.72206E+28	7.68632E+28	7.65011E+28	7.61342E+28	7.57627E+28	7.53868E+28	7.50066E+28	7.46222E+28	7.42337E+28	7.38413E+28	7.34451E+28	7.30452E+28	7.26417E+28	7.22349E+28	7.18247E+28	7.14114E+28	7.09951E+28	7.05758E+28	7.01537E+28	6.9729E+28	6.93017E+28
1.38097E+29	1.38097E+29	1.38095E+29	1.38091E+29	1.38085E+29	1.38077E+29	1.38065E+29	1.38049E+29	1.38029E+29	1.38005E+29	1.37976E+29	1.37941E+29	1.37901E+29	1.37856E+29	1.37804E+29	1.37745E+29	1.3768E+29	1.37608E+29	1.37529E+29	1.37442E+29	1.37348E+29	1.37246E+29	1.37136E+29	1.37019E+29	1.36893E+29	1.36759E+29	1.36616E+29	1.36466E+29	1.36306E+29	1.36138E+29	1.35962E+29	1.35777E+29	1.35583E+29	1.3538E+29	1.35169E+29	1.34949E+29	1.3472E+29	1.34482E+29	1.34236E+29	1.33981E+29	1.33717E+29	1.33445E+29	1.33164E+29	1.32875E+29	1.32577E+29	1.32271E+29	1.31956E+29	1.31633E+29	1.31302E+29	1.30962E+29	1.30615E+29	1.3026E+29	1.29897E+29	1.29526E+29	1.29147E+29	1.28761E+29	1.28368E+29	1.27967E+29	1.27558E+29	1.27143E+29	1.26721E+29	1.26291E+29	1.25855E+29	1.25413E+29	1.24963E+29	1.24508E+29	1.24046E+29	1.23578E+29	1.23104E+29	1.22623E+29	1.22138E+29	1.21646E+29	1.21149E+29	1.20646E+29	1.20139E+29	1.19626E+29	1.19108E+29	1.18585E+29	1.18057E+29	1.17525E+29
2.0614E+29	2.06139E+29	2.06137E+29	2.06133E+29	2.06127E+29	2.06119E+29	2.06106E+29	2.06091E+29	2.0607E+29	2.06046E+29	2.06016E+29	2.05981E+29	2.0594E+29	2.05893E+29	2.05839E+29	2.05779E+29	2.05711E+29	2.05636E+29	2.05554E+29	2.05464E+29	2.05366E+29	2.05259E+29	2.05144E+29	2.05021E+29	2.04888E+29	2.04747E+29	2.04597E+29	2.04437E+29	2.04268E+29	2.04089E+29	2.03901E+29	2.03704E+29	2.03496E+29	2.03279E+29	2.03052E+29	2.02815E+29	2.02568E+29	2.02312E+29	2.02045E+29	2.01768E+29	2.01481E+29	2.01185E+29	2.00878E+29	2.00561E+29	2.00234E+29	1.99898E+29	1.99551E+29	1.99195E+29	1.98829E+29	1.98453E+29	1.98067E+29	1.97672E+29	1.97267E+29	1.96853E+29	1.96429E+29	1.95996E+29	1.95553E+29	1.95101E+29	1.94641E+29	1.94171E+29	1.93692E+29	1.93204E+29	1.92708E+29	1.92203E+29	1.9169E+29	1.91168E+29	1.90638E+29	1.90099E+29	1.89553E+29	1.88998E+29	1.88436E+29	1.87866E+29	1.87288E+29	1.86703E+29	1.8611E+29	1.85511E+29	1.84904E+29	1.8429E+29	1.83669E+29	1.83041E+29
2.93508E+29	2.93507E+29	2.93505E+29	2.93501E+29	2.93495E+29	2.93486E+29	2.93474E+29	2.93458E+29	2.93438E+29	2.93412E+29	2.93382E+29	2.93346E+29	2.93304E+29	2.93256E+29	2.93201E+29	2.93139E+29	2.9307E+29	2.92993E+29	2.92908E+29	2.92815E+29	2.92714E+29	2.92604E+29	2.92484E+29	2.92356E+29	2.92218E+29	2.92071E+29	2.91914E+29	2.91747E+29	2.9157E+29	2.91383E+29	2.91186E+29	2.90978E+29	2.90759E+29	2.9053E+29	2.9029E+29	2.90039E+29	2.89777E+29	2.89505E+29	2.89221E+29	2.88926E+29	2.8862E+29	2.88302E+29	2.87974E+29	2.87634E+29	2.87283E+29	2.86921E+29	2.86547E+29	2.86163E+29	2.85767E+29	2.8536E+29	2.84941E+29	2.84512E+29	2.84071E+29	2.83619E+29	2.83157E+29	2.82683E+29	2.82198E+29	2.81703E+29	2.81196E+29	2.80679E+29	2.80151E+29	2.79613E+29	2.79064E+29	2.78505E+29	2.77935E+29	2.77355E+29	2.76765E+29	2.76164E+29	2.75554E+29	2.74934E+29	2.74304E+29	2.73664E+29	2.73015E+29	2.72356E+29	2.71688E+29	2.71011E+29	2.70324E+29	2.69628E+29	2.68924E+29	2.68211E+29
4.02617E+29	4.02616E+29	4.02614E+29	4.0261E+29	4.02604E+29	4.02595E+29	4.02583E+29	4.02567E+29	4.02546E+29	4.02521E+29	4.0249E+29	4.02453E+29	4.02411E+29	4.02362E+29	4.02306E+29	4.02243E+29	4.02172E+29	4.02093E+29	4.02007E+29	4.01911E+29	4.01807E+29	4.01694E+29	4.01571E+29	4.01439E+29	4.01297E+29	4.01144E+29	4.00982E+29	4.00809E+29	4.00625E+29	4.00431E+29	4.00226E+29	4.00009E+29	3.99781E+29	3.99542E+29	3.99291E+29	3.99028E+29	3.98754E+29	3.98468E+29	3.98169E+29	3.97859E+29	3.97536E+29	3.97202E+29	3.96855E+29	3.96495E+29	3.96124E+29	3.9574E+29	3.95343E+29	3.94934E+29	3.94512E+29	3.94078E+29	3.93632E+29	3.93173E+29	3.92701E+29	3.92217E+29	3.91721E+29	3.91212E+29	3.90691E+29	3.90157E+29	3.89611E+29	3.89053E+29	3.88482E+29	3.87899E+29	3.87304E+29	3.86697E+29	3.86078E+29	3.85447E+29	3.84804E+29	3.84149E+29	3.83482E+29	3.82804E+29	3.82114E+29	3.81413E+29	3.807E+29	3.79975E+29	3.7924E+29	3.78493E+29	3.77735E+29	3.76967E+29	3.76187E+29	3.75397E+29
